id,title,subtitle,authors,publisher,publishedDate,description,pageCount,categories,language,averageRating,ratingsCount,previewLink,buyLink,mainCategory,imagem
uUdaAAAAMAAJ,Opus 100,,Isaac Asimov,New York : Dell,1969,"Isaac Asimov's 100th book, a collection including samples of the range of his writings.",344.0,Science,en,,,http://books.google.com.br/books?id=uUdaAAAAMAAJ&q=subject:Science+Fiction&dq=subject:Science+Fiction&hl=&as_pt=BOOKS&cd=168&source=gbs_api,,Science Fiction & Fantasy,http://books.google.com/books/content?id=uUdaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
e9oZAAAAMAAJ,Men of Science and Industry,"A Guide to the Biographies of Scientists, Engineers, Inventors and Physicians, in the Carnegie Library of Pittsburgh",Carnegie Library of Pittsburgh,,1915,,210.0,Biography,en,,,http://books.google.com.br/books?id=e9oZAAAAMAAJ&q=subject:Science+Fiction&dq=subject:Science+Fiction&hl=&as_pt=BOOKS&cd=169&source=gbs_api,,Science Fiction & Fantasy,http://books.google.com/books/content?id=e9oZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
OQRBAQAAMAAJ,Anticipations of the Reaction of Mechanical and Scientific Progress Upon Human Life and Thought,,Herbert George Wells,Createspace Independent Publishing Platform,1902,"It is proposed in this book to present in as orderly an arrangement as the necessarily diffused nature of the subject admits, certain speculations about the trend of present forces, speculations which, taken all together, will build up an imperfect and very hypothetical, but sincerely intended forecast of the way things will probably go in this new century. Necessarily diffidence will be one of the graces of the performance. Hitherto such forecasts have been presented almost invariably in the form of fiction, and commonly the provocation of the satirical opportunity has been too much for the writer; the narrative form becomes more and more of a nuisance as the speculative inductions become sincerer, and here it will be abandoned altogether in favour of a texture of frank inquiries and arranged considerations. Our utmost aim is a rough sketch of the coming time, a prospectus, as it were, of the joint undertaking of mankind in facing these impending years. The reader is a prospective shareholder-he and his heirs-though whether he will find this anticipatory balance-sheet to his belief or liking is another matter. For reasons that will develop themselves more clearly as these papers unfold, it is extremely convenient to begin with a speculation upon the probable developments and changes of the means of land locomotion during the coming decades.",344.0,History,en,,,http://books.google.com.br/books?id=OQRBAQAAMAAJ&q=subject:Science+Fiction&dq=subject:Science+Fiction&hl=&as_pt=BOOKS&cd=170&source=gbs_api,,Science Fiction & Fantasy,http://books.google.com/books/content?id=OQRBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
CvgxUpZ7ZfUC,DeJong's the Neurologic Examination,,"William Wesley Campbell, Russell N. DeJong",Lippincott Williams & Wilkins,2005,"This classic text is a comprehensive, detailed guide to the neurologic examination. The book provides a thorough understanding of both the techniques of the examination and the anatomic and physiologic bases of the results. The brand new edition offers you a complete, concise reference you'll use everyday to quickly interpret the signs and symptoms of neurologic dysfunction, compare and contrast abnormalities, confirm findings, and make accurate differential diagnoses confidently to assess responses to treatment. This heavily revised new edition provides complete coverage of the nervous system including anatomic and physiologic presentation of disorders, recommended examination procedures, neurodiagnostic and laboratory testing, diagnostic reasoning, and neurologic differential diagnosis guidelines. You'll confidently identify the signs and symptoms of disease, know when additional diagnostic testing is indicated, accurately interpret diagnostic data, and recommend effective treatment options.",732.0,Medical,en,4.5,5.0,http://books.google.com.br/books?id=CvgxUpZ7ZfUC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=1&source=gbs_api,,Medical,http://books.google.com/books/content?id=CvgxUpZ7ZfUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
qT-5MLRkHBAC,The Emperor of All Maladies,A Biography of Cancer,Siddhartha Mukherjee,Simon and Schuster,2010-11-16,"Winner of the Pulitzer Prize and a documentary from Ken Burns on PBS, this New York Times bestseller is “an extraordinary achievement” (The New Yorker)—a magnificent, profoundly humane “biography” of cancer—from its first documented appearances thousands of years ago through the epic battles in the twentieth century to cure, control, and conquer it to a radical new understanding of its essence. Now includes an excerpt from Siddhartha Mukherjee’s new book Song of the Cell! Physician, researcher, and award-winning science writer, Siddhartha Mukherjee examines cancer with a cellular biologist’s precision, a historian’s perspective, and a biographer’s passion. The result is an astonishingly lucid and eloquent chronicle of a disease humans have lived with—and perished from—for more than five thousand years. The story of cancer is a story of human ingenuity, resilience, and perseverance, but also of hubris, paternalism, and misperception. Mukherjee recounts centuries of discoveries, setbacks, victories, and deaths, told through the eyes of his predecessors and peers, training their wits against an infinitely resourceful adversary that, just three decades ago, was thought to be easily vanquished in an all-out “war against cancer.” The book reads like a literary thriller with cancer as the protagonist. Riveting, urgent, and surprising, The Emperor of All Maladies provides a fascinating glimpse into the future of cancer treatments. It is an illuminating book that provides hope and clarity to those seeking to demystify cancer.",624.0,Medical,en,5.0,1.0,http://books.google.com.br/books?id=qT-5MLRkHBAC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=2&source=gbs_api,https://play.google.com/store/books/details?id=qT-5MLRkHBAC&rdid=book-qT-5MLRkHBAC&rdot=1&source=gbs_api,Medical,http://books.google.com/books/content?id=qT-5MLRkHBAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
yY-gIvbnRDUC,Genetic Disorders and the Fetus,"Diagnosis, Prevention and Treatment","Aubrey Milunsky, Jeff M. Milunsky",John Wiley & Sons,2011-09-07,"Highly Commended in the Obstetrics and Gynaecology category of the 2010 BMA Medical Book Competition Brand new edition of the world's leading text on prenatal diagnosis This 6th Edition of Genetic Disorders and the Fetus maintains it's pre-eminence as the major repository of facts about prenatal diagnosis. It provides a critical analysis and synthesis of established and new knowledge based on the long experience of authorities in their respective fields. A broad international perspective is presented through authoritative contributions from authors in 11 countries. All chapters and guidelines have been updated to reflect contemporary practice. New chapters have been introduced on: The use of chromosomal microarrays in prenatal diagnosis The social, legal and public policy issues with special reference to international approaches The important peroxisomal and related fatty acid oxidation disorders Extensive tables and clear illustrations assist in differential diagnosis, gene identification and diagnostic modes. The recognition of many new and unresolved challenges should provide inspiration for novel research initiatives. The guidance provided and the insights and perspectives of these authors make this volume a valuable and indispensable resource for all whose focus is securing fetal health through prenatal diagnosis. Genetic Disorders and the Fetus: Diagnosis, Prevention and Treatment is an essential resource for all engaged in prenatal genetic diagnosis, especially obstetricians, maternal-fetal medicine specialists, medical geneticists, genetic counsellors, and pediatricians, but also many other specialties.",1496.0,Medical,en,,,http://books.google.com.br/books?id=yY-gIvbnRDUC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=3&source=gbs_api,,Medical,http://books.google.com/books/content?id=yY-gIvbnRDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
banuAAAAMAAJ,Sensation and Perception,,E. Bruce Goldstein,Wadsworth Publishing Company,1999,"Long regarded as the gold standard in sensation and perception texts, E. Bruce Goldstein's SENSATION AND PERCEPTION has helped more than 100,000 students make the connection between perception and physiology. Goldstein has crafted a briefer, easier-to-understand, and more student-friendly book, without sacrificing the text's comprehensive examination of sensation and perception. Goldstein takes readers on an intriguing journey through their senses, and chronicles scientists' efforts to understand the fascinating behind-the-scenes activity that allows us to perceive. With balanced coverage of all the senses, this book offers an integrated examination of how the senses work together. Goldstein shows readers how seemingly simple experiences are actually extremely complex mechanisms and examines both the psychophysical and physiological underpinnings of perception. All material is presented in a way students find interesting and easy to follow. The book's visually dynamic presentation includes numerous color plates that are presented as visual topic essays. In addition, more than 50 hands-on demonstrations illustrate perceptual experiences. All are simple enough for students to do and are seamlessly integrated into the flow of the text.",706.0,Education,en,,,http://books.google.com.br/books?id=banuAAAAMAAJ&dq=subject:Medical&hl=&as_pt=BOOKS&cd=5&source=gbs_api,,Medical,http://books.google.com/books/content?id=banuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
RgXo1E6tWxAC,British Romanticism and the Science of the Mind,,Alan Richardson,Cambridge University Press,2001-07-26,"In this provocative and original study, Alan Richardson examines an entire range of intellectual, cultural, and ideological points of contact between British Romantic literary writing and the pioneering brain science of the time. Richardson breaks new ground in two fields, revealing a significant and undervalued facet of British Romanticism while demonstrating the 'Romantic' character of early neuroscience. Crucial notions like the active mind, organicism, the unconscious, the fragmented subject, instinct and intuition, arising simultaneously within the literature and psychology of the era, take on unsuspected valences that transform conventional accounts of Romantic cultural history. Neglected issues like the corporeality of mind, the role of non-linguistic communication, and the peculiarly Romantic understanding of cultural universals are reopened in discussions that bring new light to bear on long-standing critical puzzles, from Coleridge's suppression of 'Kubla Khan', to Wordsworth's perplexing theory of poetic language, to Austen's interest in head injury.",270.0,Literary Criticism,en,,,http://books.google.com.br/books?id=RgXo1E6tWxAC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=6&source=gbs_api,,Medical,http://books.google.com/books/content?id=RgXo1E6tWxAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
NKMg9sMM6GUC,Cochrane Handbook for Systematic Reviews of Interventions,,"Julian P. T. Higgins, Sally Green",John Wiley & Sons,2011-08-24,"Healthcare providers, consumers, researchers and policy makers are inundated with unmanageable amounts of information, including evidence from healthcare research. It has become impossible for all to have the time and resources to find, appraise and interpret this evidence and incorporate it into healthcare decisions. Cochrane Reviews respond to this challenge by identifying, appraising and synthesizing research-based evidence and presenting it in a standardized format, published in The Cochrane Library (www.thecochranelibrary.com). The Cochrane Handbook for Systematic Reviews of Interventions contains methodological guidance for the preparation and maintenance of Cochrane intervention reviews. Written in a clear and accessible format, it is the essential manual for all those preparing, maintaining and reading Cochrane reviews. Many of the principles and methods described here are appropriate for systematic reviews applied to other types of research and to systematic reviews of interventions undertaken by others. It is hoped therefore that this book will be invaluable to all those who want to understand the role of systematic reviews, critically appraise published reviews or perform reviews themselves. This title is also available as a mobile App from MedHand Mobile Libraries. Buy it now from Google Play or the MedHand Store.",553.0,Medical,en,,,http://books.google.com.br/books?id=NKMg9sMM6GUC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=7&source=gbs_api,,Medical,http://books.google.com/books/content?id=NKMg9sMM6GUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
t0Mh0yOH5EsC,Textbook of Family Medicine,,"Robert E. Rakel, David Rakel",Elsevier Health Sciences,2011,"Offers guidance on the principles of family medicine, primary care in the community, and various aspects of clinical practice. Suitable for both residents and practicing physicians, this title includes evidence-based, practical information to optimize your patient care and prepare you for the ABFM exam.",1194.0,Medical,en,,,http://books.google.com.br/books?id=t0Mh0yOH5EsC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=8&source=gbs_api,,Medical,http://books.google.com/books/content?id=t0Mh0yOH5EsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
3wCNCgAAQBAJ,Pharmaceuticals in the Environment,Volume 41,"R. E. Hester, R. M. Harrison",Royal Society of Chemistry,2016,"An important reference for researchers in the pharmaceutical industry, environmentalists and policy makers wanting to better understand the impacts of pharmaceuticals on the environment.",312.0,Medical,en,,,http://books.google.com.br/books?id=3wCNCgAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=9&source=gbs_api,,Medical,http://books.google.com/books/content?id=3wCNCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
cFjVeSOxA0UC,Antiarrhythmic Drugs,A Practical Guide,"Richard N. Fogoros, MD",John Wiley & Sons,2008-04-15,"If you prescribe for patients with arrhythmias, you will want to keep this valuable paperback close at hand. The Second Edition of this valuable reference responds to changes in the available medications as well as in the way they are currently used. The book reviews everything you need to understand and prescribe today’s antiarrhythmic drugs: mechanisms of cardiac arrhythmias and how antiarrhythmic drugs alter those arrhythmias, including common adverse effects which factors to consider in using these drugs for treatment of supraventricular tachyarrhythmias, ventricular arrhythmias, and arrhythmias in pregnancy a detailed review of atrial fibrillation to help you make decisions for patient management in this complicated area Dr. Fogoros considers all the most recent drugs, plus promising drugs under investigation, to give you a full picture of therapeutic options. With Antiarrhythmic Drugs: A Practical Guide, Second Edition, you will have dependable information on how each drug works and when each one is indicated so you can give your patients the best possible treatment.",192.0,Medical,en,,,http://books.google.com.br/books?id=cFjVeSOxA0UC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=10&source=gbs_api,https://play.google.com/store/books/details?id=cFjVeSOxA0UC&rdid=book-cFjVeSOxA0UC&rdot=1&source=gbs_api,Medical,http://books.google.com/books/content?id=cFjVeSOxA0UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
CGNoAgAAQBAJ,Bacteria: A Very Short Introduction,,Sebastian G. B. Amyes,OUP Oxford,2013-05-30,"Bacteria form a fundamental branch of life. They are the oldest forms of life as we know it, and they are still the most prolific living organisms. They inhabit every part of the Earth's surface, its ocean depths, and even terrains such as boiling hot springs. They are most familiar as agents of disease, but benign bacteria are critical to the recycling of elements and all ecology, as well as to human health. In this Very Short Introduction, Sebastian Amyes explores the nature of bacteria, their origin and evolution, bacteria in the environment, and bacteria and disease. In looking at our efforts to manage co-evolving bacteria, he also considers the challenges of resistance to antibiotics. ABOUT THE SERIES: The Very Short Introductions series from Oxford University Press contains hundreds of titles in almost every subject area. These pocket-sized books are the perfect way to get ahead in a new subject quickly. Our expert authors combine facts, analysis, perspective, new ideas, and enthusiasm to make interesting and challenging topics highly readable.",161.0,Medical,en,,,http://books.google.com.br/books?id=CGNoAgAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=41&source=gbs_api,https://play.google.com/store/books/details?id=CGNoAgAAQBAJ&rdid=book-CGNoAgAAQBAJ&rdot=1&source=gbs_api,Medical,http://books.google.com/books/content?id=CGNoAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
ZnrbK0N3kbcC,Sexually Transmitted Diseases,"Vaccines, Prevention, and Control","Lawrence R. Stanberry, Susan N. Rosenthal, Susan L Rosenthal",Academic Press,2012-11-19,"Fully revised and updated to reflect the changes of the past ten years, this book brings researchers, clinical investigators, clinicians, and students the most up-to-date research, findings and thought on sexual infection prevention, control and therapy available and serves as an essential reference for anyone working in the field. It provides comprehensive coverage of epidemiology, physiology and immunology, featuring general preventive strategies such as behavioural modification, barrier methods and topical microbicides.",546.0,Medical,en,,,http://books.google.com.br/books?id=ZnrbK0N3kbcC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=42&source=gbs_api,,Medical,http://books.google.com/books/content?id=ZnrbK0N3kbcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
XBm-EAAAQBAJ,Ophthalmology Secrets in Color: First South Asia Edition - E-Book,,Janice Gault,Elsevier Health Sciences,2016-07-23,"- A question-and-answer format, bulleted lists, mnemonics, and practical tips from the authors expedite reference and review. - Two-color page layout, ""Key Points"" boxes, and lists of useful websites enhance your reference power. - Top 100 Secrets section combines the top 100, high-yield facts into one chapter, providing a concise overview of the latest issues in ophthalmology. - High-yield content is ideal for exam preparation. - Key clinical images are presented in full-color. - Portable size is designed to fit perfectly into a lab coat pocket.",467.0,Medical,en,,,http://books.google.com.br/books?id=XBm-EAAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=43&source=gbs_api,,Medical,http://books.google.com/books/content?id=XBm-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
mKgsr7whohoC,The Making of Addiction,The 'use and Abuse' of Opium in Nineteenth-century Britain,Louise Foxcroft,"Ashgate Publishing, Ltd.",2007,"This book uncovers the original influences that shaped the creation and the various interpretations of addiction as a disease, and of addiction to opiates in particular. It delves into the treatments, regimes, and prejudices that surrounded the condition, a newly emerging pathological entity and a form of 'moral insanity' during the nineteenth century. Letters, diaries and newspapers are drawn upon to detail personal struggles with addiction and the trials of those who cared and despaired.",218.0,Medical,en,,,http://books.google.com.br/books?id=mKgsr7whohoC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=44&source=gbs_api,,Medical,http://books.google.com/books/content?id=mKgsr7whohoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
JwXUEAAAQBAJ,Modern Hospice Design,The Architecture of Palliative and Social Care,Ken Worpole,Taylor & Francis,2023-09-29,"The new edition of this acclaimed book comprehensively updates its timely advocacy of the need for good quality palliative care, today more necessary than ever. Rooted in the social history of the care of the elderly and terminally ill, Modern Hospice Design: The Architecture of Palliative and Social Care takes cognisance of the new conditions of social care in the 21st century, principally in the UK, Europe and North America. It does so with regard to the development of new building types, but also in response to new philosophies of palliative care and the status of the elderly and the dying. Benefitting from a clearer methodological approach and conceptual framework, the expanded book allows a broad section of readers to navigate the text more easily. At its core is a public discussion of a philosophy of design for providing care for the elderly and the vulnerable, taking the importance of architectural aesthetics, the use of quality materials, the porousness of design to the wider world, and the integration of indoor and outdoor spaces as part of the overall care environment. In doing so it advocates care settings that, in the words of Maggie Jencks whose life and ideas inspired the Maggie’s Centres, ‘rise to the occasion’. Including new chapters and new in-depth case studies, complete will full colour illustrations, this book is for architects and interior designers and their students, healthcare professionals, social care providers, estate and facility managers, hospital administrators and Healthcare Trust Boards.",226.0,Architecture,en,,,http://books.google.com.br/books?id=JwXUEAAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=45&source=gbs_api,https://play.google.com/store/books/details?id=JwXUEAAAQBAJ&rdid=book-JwXUEAAAQBAJ&rdot=1&source=gbs_api,Medical,http://books.google.com/books/content?id=JwXUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
zNEvEAAAQBAJ,Pocket Atlas of Nutrition,,"Hans Konrad Biesalski, Peter Grimm",Thieme,2005-03-09,"Concise, practical, and designed for quick reference. With obesity and diabetes assuming alarming epidemic proportions, diet and nutrition are in the spotlight more than ever before. It has never been more important for health care professionals to be well informed, not only about the latest developments, but also about the scientific facts. The Pocket Atlas of Nutrition is an accessible guide to all aspects of nutrition, from basic chemistry to the most recent dietary guidelines. Includes: More than 150 easy-to-understand, full-color plates A comprehensive list of nutrients, including for each its composition, effect, function, occurrence and daily requirements, as well as recommended intake An extensive listing of all vitamins, minerals, trace elements as well as non-nutritive substances with their function and interaction Accessible discussions of special diets as well as nutritional recommendations for various medical conditions and throughout the life course, e.g. for pregnant women or athletes Up-to-date coverage of food-related diseases, including BSE, genetically modified foods, food quality, food allergies, and functional foods We are bombarded by new information and claims about nutrition every day. The Pocket Atlas of Nutrition -- concise, practical, and designed for quick reference -- is an ideal basic guide for professionals and interested lay readers alike.",518.0,Medical,en,,,http://books.google.com.br/books?id=zNEvEAAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=46&source=gbs_api,,Medical,http://books.google.com/books/content?id=zNEvEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
2p1eVCs0fDQC,Textbook of Obesity,"Biological, Psychological and Cultural Influences","Sharon R. Akabas, Sally Ann Lederman, Barbara J. Moore",John Wiley & Sons,2012-05-08,"Textbook of Obesity is designed to cover all of the essential elements concerning the etiology, prevention and treatment of obesity suitable for students in nutrition, dietetics and health science courses. Providing core knowledge for students is an essential and urgent requirement to ensure that those graduating will be properly equipped to deal with the high prevalence of overweight and obesity, currently affecting almost two-thirds of the population of the USA and with prevalence in much of the rest of the world rapidly catching up. This landmark text is organized into 5 parts comprising 27 chapters, each carefully written in a user-friendly style by experts in the area. Part I helps the reader to understand the scope and complexity of the problem of obesity. Part II focuses on obesity etiology. Part III examines the health consequences of obesity for both children and adults. Part IV discusses the challenge of assessing obesity in humans and offers insights into community factors that influence the risk of obesity. Finally, Part V dedicates 13 chapters to a discussion of a wide variety of obesity prevention and treatment interventions that are currently in use. Textbook of Obesity is an essential purchase for students and the many health professionals dealing with obesity on a day-to-day basis. A dedicated companion website features an extensive bank of questions and answers for readers to test their understanding, and all of the book's illustrations for instructors to download: www.wiley.com/go/akabas/obesity",512.0,Health & Fitness,en,,,http://books.google.com.br/books?id=2p1eVCs0fDQC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=47&source=gbs_api,,Medical,http://books.google.com/books/content?id=2p1eVCs0fDQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4PmLFmNdHL0C,The Triune Brain in Evolution,Role in Paleocerebral Functions,P.D. MacLean,Springer Science & Business Media,1990-01-31,"""This is MacLean's major work on the evolutionary development of the human brain. In its evolution the human forebrain expands along the lines of three basic formations that anatomical and biochemically reflect an ancestral relationship, respectively, to reptiles, early mammals, and late mammals. MacLean describes this as the Triune Brain.""--Amazon.com viewed July 29, 2020",718.0,Medical,en,,,http://books.google.com.br/books?id=4PmLFmNdHL0C&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=48&source=gbs_api,,Medical,http://books.google.com/books/content?id=4PmLFmNdHL0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
oRsGFRKypn4C,"How the Immune System Works, Includes Desktop Edition",,Lauren Sompayrac,John Wiley & Sons,2012-01-30,"How the Immune System Works is not a comprehensive textbook. It’s the book thousands of students have used to help them understand what’s in their big, thick, immunology texts. In this book, Dr. Sompayrac cuts through the jargon and details to reveal, in simple language, the essence of this complex subject. Fifteen easy to follow lectures, featuring the uniquely popular humorous style and engaging analogies developed by Dr Sompayrac, provide an introduction to the ‘bigger picture’, followed by practical discussion on how each of the components interacts with one another. Now featuring full-color diagrams, this book has been rigorously updated for its fourth edition to reflect today’s immunology teaching and includes updated discussion of B and T cell memory, T cell activation, vaccines, immunodeficiency, and cancer. Whether you are completely new to immunology, or require a refresher, How the Immune System Works is an enjoyable way of engaging with the key concepts – you need know nothing of the workings of the immune system to benefit from this book! How the Immune System Works is now accompanied by a FREE enhanced Wiley Desktop Edition - the interactive, digital version of the book - featuring downloadable text and images, highlighting and note taking facilities, book-marking, cross-referencing, in-text searching, and linking to references and glossary terms. It is also available from CourseSmart for instant, online and offline access for studying anytime, anywhere.",153.0,Education,en,,,http://books.google.com.br/books?id=oRsGFRKypn4C&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=49&source=gbs_api,,Medical,http://books.google.com/books/content?id=oRsGFRKypn4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
G2g3BQAAQBAJ,The ^AAltruistic Brain,How We Are Naturally Good,Donald W Pfaff,Oxford University Press,2014-11-13,"The Altruistic Brain uses language accessible to non-scientists so as to present an elegant theory of how human beings are ""wired"" to produce altruistic behavior in the first instance. That is, it argues that unprompted, spontaneous kindness is a default behavior that comes naturally to human beings on account of evolution, irrespective of religious or cultural determinants in that direction.",313.0,Medical,en,,,http://books.google.com.br/books?id=G2g3BQAAQBAJ&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=50&source=gbs_api,https://play.google.com/store/books/details?id=G2g3BQAAQBAJ&rdid=book-G2g3BQAAQBAJ&rdot=1&source=gbs_api,Medical,http://books.google.com/books/content?id=G2g3BQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
egjJtAEACAAJ,Harrison's Principles of Internal Medicine 19/E (Vol.1 & Vol.2),,"Dennis L. Kasper, J. Larry Jameson, Stephen L. Hauser, Joseph Loscalzo, Anthony S. Fauci, Dan L. Longo",McGraw-Hill Education / Medical,2015-04-08,"The landmark guide to internal medicine— updated and streamlined for today’s students and clinicians A Doody's Core Title for 2017! All eChapters in the Nineteenth Edition are accessible online as well as on the DVD packaged within the print volumes, so you have the flexibility of using the method of access most convenient to you. Through six decades, no resource has matched the authority, esteemed scholarship, and scientific rigor of Harrison’s Principles of Internal Medicine. Capturing the countless advances and developments across the full span of medicine, the new 19th edition of Harrison’s provides a complete update of essential content related to disease pathogenesis, clinical trials, current diagnostic methods and imaging approaches, evidence-based practice guidelines, and established and newly approved treatment methods. Here are just a few of the outstanding features of the new Nineteenth Edition: Presented in two volumes: Volume 1 is devoted to foundational principles, cardinal manifestations of disease and approach to differential diagnosis; Volume 2 covers disease pathogenesis and treatment NEW chapters on important topics such as Men’s Health, The Impact of Global Warming on Infectious Diseases, Fatigue, and many more Critical updates in management and therapeutics in Hepatitis, Coronary Artery Disease, Ebola Virus Disease, Multiple Sclerosis, Diabetes, Hypertension, Deep Vein Thrombosis and Pulmonary Embolism, Acute and Chronic Kidney Disease, Inflammatory Bowel Disease, Lipoprotein Disorders, HIV and AIDS, and more. Increased number of the popular Harrison’s clinical algorithms; clinically relevant radiographic examples spanning hundreds of diseases; clinical-pathological images in full color; crystal clear, full color drawings and illustrations and helpful tables and summary lists that make clinical application of the content faster than ever Access to outstanding multi-media resources including practical videos demonstrating essential bedside procedures, physical examination techniques, endoscopic findings, cardiovascular findings, and more Supporting the renowned coverage are supplemental resources that reflect and assist modern medical practice: more than 1,000 full-color photographs to aid visual recognition skills, hundreds of state-of-the-art radiographs, from plain film to 3D CT to PET Scans; beautiful illustrations that bring applied anatomy and processes to life; the renowned Harrison’s patient-care algorithms, essential summary tables, and practical demonstrative videos. In addition, the book’s several digital atlases highlight noninvasive imaging, percutaneous revascularization, gastrointestinal endoscopy, diagnosis and management of vasculitis, and numerous other issues commonly encountered in clinical practice. Acclaim for Harrison’s: “Covering nearly every possible topic in the field of medicine, the book begins with a phenomenal overview of clinical medicine, discussing important topics such as global medicine, decision-making in clinical practice, the concepts of disease screening and prevention, as well as the importance of medical disorders in specific groups (e.g. women, surgical patients, end of life). The extensive chapters that follow focus on a symptom-based presentation of disease and then illness organized by organ system. Numerous tables, graphs, and figures add further clarity to the text. The accompanying DVD includes extensive video and image collections of pathology, histology, procedures, additional lectures, and radiology... ...Written by experts in the field, this book is updated with the latest advances in pathophysiology and treatment. It is organized in a way that makes reading from beginning to end a logical journey, yet each chapter can stand alone as a quick reference on a particular topic. “",3000.0,Medical,en,,,http://books.google.com.br/books?id=egjJtAEACAAJ&dq=subject:Medical&hl=&as_pt=BOOKS&cd=81&source=gbs_api,,Medical,http://books.google.com/books/content?id=egjJtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2gvBswEACAAJ,"Encyclopaedia of the History of Science, Technology, and Medicine in Non-Western Cultures",,Helaine Selin,Springer,2008-03-17,"Here, at last, is the massively updated and augmented second edition of this landmark encyclopedia. It contains approximately 1000 entries dealing in depth with the history of the scientific, technological and medical accomplishments of cultures outside of the United States and Europe. The entries consist of fully updated articles together with hundreds of entirely new topics. This unique reference work includes intercultural articles on broad topics such as mathematics and astronomy as well as thoughtful philosophical articles on concepts and ideas related to the study of non-Western Science, such as rationality, objectivity, and method. You’ll also find material on religion and science, East and West, and magic and science.",2415.0,Science,en,,,http://books.google.com.br/books?id=2gvBswEACAAJ&dq=subject:Medical&hl=&as_pt=BOOKS&cd=82&source=gbs_api,,Medical,http://books.google.com/books/content?id=2gvBswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
aMeh3zWVyNoC,Spasticity,Diagnosis and Management,"Elie Elovic, MD",Demos Medical Publishing,2010-08-31,"Spasticity: Diagnosis and Management is the first book solely dedicated to the diagnosis and treatment of spasticity. This pioneering work defines spasticity in the broad context of Upper Motor Neuron Syndrome and focuses not on a single component, but on the entire constellation of conditions that make up the UMNS and often lead to ......",466.0,Medical,en,,,http://books.google.com.br/books?id=aMeh3zWVyNoC&printsec=frontcover&dq=subject:Medical&hl=&as_pt=BOOKS&cd=83&source=gbs_api,,Medical,http://books.google.com/books/content?id=aMeh3zWVyNoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
